Gene_ID,gene_symbol,gene_type,CTCFBSKO_rep4,CTCFBSKO_rep5,WT_rep4,WT_rep5
ENSMUSG00000010277,2610507B11Rik,protein_coding,765,920,1010,1279
ENSMUSG00000021133,Susd6,protein_coding,375,346,459,579
ENSMUSG00000022353,Mtss1,protein_coding,745,726,887,1117
ENSMUSG00000037965,Zc3h7a,protein_coding,270,504,485,696
ENSMUSG00000043008,Klhl6,protein_coding,428,506,562,760
ENSMUSG00000060636,Rpl35a,protein_coding,696,786,628,810
ENSMUSG00000001229,Dpp9,protein_coding,231,256,194,226
ENSMUSG00000010095,Slc3a2,protein_coding,200,309,304,487
ENSMUSG00000027613,Eif6,protein_coding,221,236,175,217
ENSMUSG00000028233,Tgs1,protein_coding,265,235,162,270
ENSMUSG00000058558,Rpl5,protein_coding,1297,1159,991,1446
ENSMUSG00000029401,Rilpl2,protein_coding,180,196,246,333
ENSMUSG00000003379,Cd79a,protein_coding,2904,2701,2615,3123
ENSMUSG00000038406,Scaf1,protein_coding,306,493,563,611
ENSMUSG00000038398,Upf3a,protein_coding,151,192,230,308
ENSMUSG00000031729,Ist1,protein_coding,339,327,229,370
ENSMUSG00000053716,Dusp7,protein_coding,205,218,157,202
ENSMUSG00000008682,Rpl10,protein_coding,912,775,705,931
ENSMUSG00000031370,Zrsr2,protein_coding,190,220,283,340
ENSMUSG00000042625,Safb2,protein_coding,972,1306,1479,1602
ENSMUSG00000031015,Swap70,protein_coding,3067,3005,2924,3279
ENSMUSG00000022350,E430025E21Rik,protein_coding,270,220,180,243
ENSMUSG00000040738,Ints8,protein_coding,241,198,174,196
ENSMUSG00000037470,Uggt1,protein_coding,727,646,601,714
ENSMUSG00000070738,Dgkd,protein_coding,1375,1658,1874,2113
ENSMUSG00000059149,Mfsd4,protein_coding,174,268,263,434
ENSMUSG00000037608,Bclaf1,protein_coding,743,857,908,1274
ENSMUSG00000019802,Sec63,protein_coding,421,337,295,397
ENSMUSG00000033416,Gucd1,protein_coding,327,310,447,473
ENSMUSG00000002147,Stat6,protein_coding,802,901,1072,1218
ENSMUSG00000025362,Rps26,protein_coding,1417,1173,1145,1418
ENSMUSG00000055670,Zzef1,protein_coding,651,672,574,707
ENSMUSG00000014195,Dnajc7,protein_coding,527,641,761,846
ENSMUSG00000020964,Sel1l,protein_coding,356,357,298,355
ENSMUSG00000021012,Zc3h14,protein_coding,179,196,238,337
ENSMUSG00000021156,Zmynd11,protein_coding,361,501,535,702
ENSMUSG00000061482,Hist1h4d,protein_coding,207,160,243,328
ENSMUSG00000042354,Gnl3,protein_coding,179,213,269,328
ENSMUSG00000021910,Nisch,protein_coding,430,630,636,875
ENSMUSG00000016831,Tox4,protein_coding,225,234,280,411
ENSMUSG00000022568,Scrib,protein_coding,234,435,445,565
ENSMUSG00000022462,Slc38a2,protein_coding,483,581,584,940
ENSMUSG00000022895,Ets2,protein_coding,166,135,150,374
ENSMUSG00000024137,E4f1,protein_coding,185,227,294,329
ENSMUSG00000024238,Zeb1,protein_coding,215,275,289,456
ENSMUSG00000024410,3110002H16Rik,protein_coding,134,164,220,246
ENSMUSG00000053617,Sh3pxd2a,protein_coding,607,600,734,923
ENSMUSG00000024974,Smc3,protein_coding,627,609,756,941
ENSMUSG00000027411,Vps16,protein_coding,173,287,316,392
ENSMUSG00000018322,Tomm34,protein_coding,247,264,167,281
ENSMUSG00000027678,Ncoa3,protein_coding,1459,1625,1728,2325
ENSMUSG00000090733,Rps27,protein_coding,1169,1186,1073,1277
ENSMUSG00000015243,Abca1,protein_coding,1166,958,873,1209
ENSMUSG00000028552,Eps15,protein_coding,413,489,580,680
ENSMUSG00000039156,Stim2,protein_coding,259,182,137,235
ENSMUSG00000018076,Med13l,protein_coding,731,565,788,1038
ENSMUSG00000029599,Ddx54,protein_coding,519,500,664,754
ENSMUSG00000042599,Kdm7a,protein_coding,746,790,870,1224
ENSMUSG00000030055,Rab43,protein_coding,282,290,371,459
ENSMUSG00000050708,Ftl1,protein_coding,457,428,383,435
ENSMUSG00000055319,Sec23ip,protein_coding,313,237,233,239
ENSMUSG00000005540,Fcer2a,protein_coding,2876,2881,2696,3262
ENSMUSG00000058301,Upf1,protein_coding,606,680,736,1036
ENSMUSG00000053560,Ier2,protein_coding,444,512,582,754
ENSMUSG00000003316,Glg1,protein_coding,694,616,776,1033
ENSMUSG00000032035,Ets1,protein_coding,4232,3947,4681,5836
ENSMUSG00000034858,Fam214a,protein_coding,279,356,392,537
ENSMUSG00000040433,Zbtb38,protein_coding,333,268,217,319
ENSMUSG00000032596,Uba7,protein_coding,239,419,432,558
ENSMUSG00000064367,mt-Nd5,protein_coding,3203,3255,3012,3688
ENSMUSG00000018899,Irf1,protein_coding,368,388,329,363
ENSMUSG00000063870,Chd4,protein_coding,2882,2992,3493,4023
ENSMUSG00000050357,Rltpr,protein_coding,277,469,484,618
ENSMUSG00000020063,Sirt1,protein_coding,177,191,275,282
ENSMUSG00000020329,Polrmt,protein_coding,155,165,224,269
ENSMUSG00000019960,Dusp6,protein_coding,275,274,229,258
ENSMUSG00000017132,Cyth1,protein_coding,875,968,1155,1298
ENSMUSG00000042323,Pbrm1,protein_coding,840,730,637,895
ENSMUSG00000034248,Slc25a37,protein_coding,184,304,300,451
ENSMUSG00000022014,Epsti1,protein_coding,451,417,609,610
ENSMUSG00000046962,Zbtb21,protein_coding,113,174,192,268
ENSMUSG00000027012,Dync1i2,protein_coding,255,290,403,391
ENSMUSG00000042410,Agps,protein_coding,240,236,186,232
ENSMUSG00000002718,Cse1l,protein_coding,402,376,289,434
ENSMUSG00000069094,Pde7a,protein_coding,529,601,457,628
ENSMUSG00000025764,Jade1,protein_coding,234,230,295,395
ENSMUSG00000001424,Snd1,protein_coding,509,454,401,507
ENSMUSG00000066406,Akap13,protein_coding,3717,3883,4301,5364
ENSMUSG00000031858,Mau2,protein_coding,399,538,588,730
ENSMUSG00000032000,Birc3,protein_coding,1160,1002,1199,1745
ENSMUSG00000050921,P2ry10,protein_coding,825,732,856,1304
ENSMUSG00000028649,Macf1,protein_coding,6936,10195,11211,14315
ENSMUSG00000029322,Plac8,protein_coding,405,350,331,356
ENSMUSG00000056201,Cfl1,protein_coding,2029,1800,1753,2137
ENSMUSG00000050106,Tmc8,protein_coding,236,185,169,188
ENSMUSG00000026356,Dars,protein_coding,197,220,278,344
ENSMUSG00000023952,Gtpbp2,protein_coding,218,316,355,434
ENSMUSG00000047215,Rpl9,protein_coding,985,860,911,829
ENSMUSG00000008683,Rps15a,protein_coding,1669,1778,1527,2011
ENSMUSG00000021738,Atxn7,protein_coding,168,201,220,351
ENSMUSG00000105906,Iglc1,IG_C_gene,498,512,457,496
ENSMUSG00000034647,Ankrd12,protein_coding,325,432,455,630
ENSMUSG00000003813,Rad23a,protein_coding,234,208,187,191
ENSMUSG00000046785,Epm2aip1,protein_coding,204,199,117,227
ENSMUSG00000001700,Gramd3,protein_coding,266,338,335,566
ENSMUSG00000071757,Zhx2,protein_coding,324,318,398,521
ENSMUSG00000039968,Rsbn1l,protein_coding,305,355,417,523
ENSMUSG00000004665,Cnn2,protein_coding,999,892,934,867
ENSMUSG00000075376,Rc3h2,protein_coding,358,322,228,394
ENSMUSG00000034312,Iqsec1,protein_coding,1543,1650,1802,2352
ENSMUSG00000079435,Rpl36a,protein_coding,341,314,263,338
ENSMUSG00000025935,Tram1,protein_coding,578,479,408,600
ENSMUSG00000037447,Arid5a,protein_coding,455,401,506,700
ENSMUSG00000073481,Marc2,protein_coding,300,262,222,285
ENSMUSG00000015501,Hivep2,protein_coding,1007,971,1131,1498
ENSMUSG00000019850,Tnfaip3,protein_coding,391,417,430,742
ENSMUSG00000019823,Mical1,protein_coding,448,509,394,521
ENSMUSG00000000902,Smarcb1,protein_coding,426,325,291,401
ENSMUSG00000090841,Myl6,protein_coding,612,586,550,597
ENSMUSG00000017404,Rpl19,protein_coding,1028,817,853,934
ENSMUSG00000041341,Atg2b,protein_coding,269,271,372,405
ENSMUSG00000021494,Ddx41,protein_coding,427,531,601,722
ENSMUSG00000034525,Ice1,protein_coding,764,553,562,688
ENSMUSG00000063410,Stk24,protein_coding,933,814,1025,1333
ENSMUSG00000039738,Slx4,protein_coding,296,270,355,463
ENSMUSG00000045409,Trim39,protein_coding,156,218,235,338
ENSMUSG00000024283,Wac,protein_coding,405,380,479,623
ENSMUSG00000024260,Sap130,protein_coding,329,298,231,344
ENSMUSG00000010097,Nxf1,protein_coding,495,710,710,969
ENSMUSG00000042608,Stk40,protein_coding,147,176,199,302
ENSMUSG00000007880,Arid1a,protein_coding,3097,3301,3515,4663
ENSMUSG00000017264,Exosc10,protein_coding,503,463,367,555
ENSMUSG00000004980,Hnrnpa2b1,protein_coding,2409,2605,2983,3430
ENSMUSG00000079426,Arpc4,protein_coding,591,470,430,577
ENSMUSG00000042423,Fbrs,protein_coding,371,405,482,605
ENSMUSG00000004626,Stxbp2,protein_coding,256,328,363,481
ENSMUSG00000056608,Chd9,protein_coding,440,623,638,848
ENSMUSG00000041515,Irf8,protein_coding,1845,1892,2199,2613
ENSMUSG00000016087,Fli1,protein_coding,1055,988,921,1125
ENSMUSG00000065037,Rn7sk,misc_RNA,19772,21459,19309,24772
ENSMUSG00000032440,Tgfbr2,protein_coding,1176,1247,1353,1839
ENSMUSG00000031010,Usp9x,protein_coding,713,624,567,733
ENSMUSG00000050148,Ubqln2,protein_coding,236,191,166,205
ENSMUSG00000040681,Hmgn1,protein_coding,495,494,626,729
ENSMUSG00000046185,Zfp84,protein_coding,182,234,162,198
ENSMUSG00000022090,Pdlim2,protein_coding,299,249,233,255
ENSMUSG00000044768,D1Ertd622e,protein_coding,151,243,265,334
ENSMUSG00000038774,Ascc3,protein_coding,365,399,280,438
ENSMUSG00000023170,Gps2,protein_coding,556,556,718,791
ENSMUSG00000020516,Rps6kb1,protein_coding,163,178,240,273
ENSMUSG00000043998,Mgat2,protein_coding,241,209,168,230
ENSMUSG00000054150,Syne3,protein_coding,239,227,308,372
ENSMUSG00000022811,Zfp148,protein_coding,410,473,499,740
ENSMUSG00000075254,Heg1,protein_coding,789,758,979,1087
ENSMUSG00000007041,Clic1,protein_coding,855,753,706,882
ENSMUSG00000027829,Ccnl1,protein_coding,572,655,690,989
ENSMUSG00000001687,Ubl3,protein_coding,1061,1070,1344,1456
ENSMUSG00000012848,Rps5,protein_coding,2538,2183,2203,2623
ENSMUSG00000030557,Mef2a,protein_coding,252,222,332,360
ENSMUSG00000031799,Tpm4,protein_coding,515,461,390,545
ENSMUSG00000053929,Cyhr1,protein_coding,244,251,171,274
ENSMUSG00000029467,Atp2a2,protein_coding,338,358,403,587
ENSMUSG00000026283,Ing5,protein_coding,170,186,216,325
ENSMUSG00000026581,Sell,protein_coding,2908,2425,2505,2939
ENSMUSG00000037331,Larp1,protein_coding,703,779,859,1123
ENSMUSG00000021134,Srsf5,protein_coding,661,1135,1233,1711
ENSMUSG00000094870,Zfp131,protein_coding,197,193,279,297
ENSMUSG00000040899,Ccr6,protein_coding,338,378,295,376
ENSMUSG00000024399,Ltb,protein_coding,1124,1164,1171,1028
ENSMUSG00000024566,Atp9b,protein_coding,238,332,329,511
ENSMUSG00000027522,Stx16,protein_coding,138,262,255,368
ENSMUSG00000039117,Taf4a,protein_coding,208,251,336,332
ENSMUSG00000029250,Polr2b,protein_coding,414,372,320,422
ENSMUSG00000048897,Zfp710,protein_coding,288,265,220,284
ENSMUSG00000053541,Gm4759,unprocessed_pseudogene,597,604,622,1067
ENSMUSG00000030846,Tial1,protein_coding,192,237,275,357
ENSMUSG00000032089,Il10ra,protein_coding,1038,1059,964,1150
ENSMUSG00000025860,Xiap,protein_coding,328,347,416,534
ENSMUSG00000000838,Fmr1,protein_coding,312,365,247,382
ENSMUSG00000100658,F730311O21Rik,lincRNA,199,282,182,243
ENSMUSG00000026977,March7,protein_coding,336,381,419,593
ENSMUSG00000035139,Secisbp2,protein_coding,178,264,281,377
ENSMUSG00000027185,Nat10,protein_coding,181,241,253,379
ENSMUSG00000022575,Gsdmd,protein_coding,94,193,195,267
ENSMUSG00000015745,Plekho1,protein_coding,788,728,735,729
ENSMUSG00000038611,Phrf1,protein_coding,518,585,665,830
ENSMUSG00000034252,Senp6,protein_coding,398,448,551,613
ENSMUSG00000042474,Fcmr,protein_coding,4257,3619,3656,4521
ENSMUSG00000021262,Evl,protein_coding,638,837,921,1060
ENSMUSG00000021981,Cab39l,protein_coding,202,191,182,146
ENSMUSG00000038127,Ccdc50,protein_coding,1042,899,845,1098
ENSMUSG00000025616,Usp16,protein_coding,268,298,331,484
ENSMUSG00000052142,Rasal3,protein_coding,699,851,947,1117
ENSMUSG00000024561,Mbd1,protein_coding,141,167,229,236
ENSMUSG00000024966,Stip1,protein_coding,473,417,517,725
ENSMUSG00000025220,Mgea5,protein_coding,557,623,730,857
ENSMUSG00000025047,Pdcd11,protein_coding,522,406,422,444
ENSMUSG00000049744,Arhgap15,protein_coding,417,409,342,447
ENSMUSG00000028821,Syf2,protein_coding,578,505,687,791
ENSMUSG00000042121,Ssh1,protein_coding,478,488,615,701
ENSMUSG00000035949,Fbxw2,protein_coding,159,161,225,255
ENSMUSG00000035437,Rabgap1,protein_coding,254,235,146,291
ENSMUSG00000027852,Nras,protein_coding,197,193,142,202
ENSMUSG00000025316,Banp,protein_coding,153,197,242,280
ENSMUSG00000026104,Stat1,protein_coding,246,186,298,340
ENSMUSG00000048379,Socs4,protein_coding,173,217,234,349
ENSMUSG00000062901,Klhl24,protein_coding,947,994,1040,1553
ENSMUSG00000036594,H2-Aa,protein_coding,6223,5567,5466,6955
ENSMUSG00000037916,Ndufv1,protein_coding,192,196,154,187
ENSMUSG00000026790,Odf2,protein_coding,297,353,383,538
ENSMUSG00000038900,Rpl12,protein_coding,2264,1998,2018,2358
ENSMUSG00000001052,Sec24b,protein_coding,321,347,409,527
ENSMUSG00000005886,Ncoa2,protein_coding,713,652,602,747
ENSMUSG00000026491,Ahctf1,protein_coding,692,685,619,745
ENSMUSG00000033220,Rac2,protein_coding,1977,1655,1671,2035
ENSMUSG00000022885,St6gal1,protein_coding,1220,937,864,1283
ENSMUSG00000070000,Fcho1,protein_coding,306,437,508,535
ENSMUSG00000000374,Trappc10,protein_coding,214,249,272,406
ENSMUSG00000018572,Phf23,protein_coding,249,236,200,239
ENSMUSG00000034634,Ly6d,protein_coding,779,775,741,791
ENSMUSG00000034165,Ccnd3,protein_coding,209,301,302,446
ENSMUSG00000051316,Taf7,protein_coding,113,187,216,245
ENSMUSG00000089417,Gm22009,scaRNA,251,278,157,321
ENSMUSG00000034602,Mon2,protein_coding,452,433,552,658
ENSMUSG00000029505,Ep400,protein_coding,1538,1546,1802,2161
ENSMUSG00000004207,Psap,protein_coding,1846,1669,1588,2042
ENSMUSG00000073702,Rpl31,protein_coding,472,457,412,483
ENSMUSG00000029152,Ociad1,protein_coding,443,402,378,425
ENSMUSG00000025508,Rplp2,protein_coding,4459,4405,4195,5201
ENSMUSG00000042507,Elmsan1,protein_coding,1231,1090,1298,1767
ENSMUSG00000040025,Ythdf2,protein_coding,361,374,276,423
ENSMUSG00000006333,Rps9,protein_coding,3761,3781,3739,4129
ENSMUSG00000043019,Edem3,protein_coding,256,231,312,388
ENSMUSG00000041313,Slc7a1,protein_coding,271,244,282,478
ENSMUSG00000030220,Arhgdib,protein_coding,1671,1584,1524,1832
ENSMUSG00000037138,Aff3,protein_coding,1274,1394,1162,1593
ENSMUSG00000070034,Sp110,protein_coding,617,839,920,1031
ENSMUSG00000026276,Sept2,protein_coding,295,309,227,340
ENSMUSG00000026656,Fcgr2b,protein_coding,313,316,253,340
ENSMUSG00000064030,Wibg,protein_coding,149,179,215,272
ENSMUSG00000020385,Clk4,protein_coding,283,370,405,509
ENSMUSG00000019505,Ubb,protein_coding,456,497,421,503
ENSMUSG00000020802,Ube2o,protein_coding,135,170,192,269
ENSMUSG00000047098,Rnf31,protein_coding,234,246,334,351
ENSMUSG00000048279,Sacs,protein_coding,274,290,305,515
ENSMUSG00000021998,Lcp1,protein_coding,4169,3575,3589,4515
ENSMUSG00000033047,Eif3l,protein_coding,603,529,490,621
ENSMUSG00000022504,Ciita,protein_coding,1875,1755,2008,2672
ENSMUSG00000032855,Pkd1,protein_coding,298,419,414,604
ENSMUSG00000059208,Hnrnpm,protein_coding,1066,1192,1335,1593
ENSMUSG00000040385,Ppp1ca,protein_coding,1304,1091,1136,1264
ENSMUSG00000054611,Kdm2a,protein_coding,1153,1307,1066,1457
ENSMUSG00000024921,Smarca2,protein_coding,628,635,753,928
ENSMUSG00000069495,Epc2,protein_coding,328,339,390,543
ENSMUSG00000075284,Wipf1,protein_coding,1008,935,1114,1444
ENSMUSG00000027187,Cat,protein_coding,457,503,606,691
ENSMUSG00000044167,Foxo1,protein_coding,823,649,880,1109
ENSMUSG00000028868,Wasf2,protein_coding,1059,1097,1288,1511
ENSMUSG00000039852,Rere,protein_coding,1480,1688,1678,2460
ENSMUSG00000029071,Dvl1,protein_coding,109,214,254,243
ENSMUSG00000049553,Polr1a,protein_coding,276,351,420,456
ENSMUSG00000068328,Aup1,protein_coding,244,295,329,437
ENSMUSG00000030168,Adipor2,protein_coding,267,348,434,431
ENSMUSG00000030313,Dennd5b,protein_coding,570,562,456,662
ENSMUSG00000002608,Ccdc97,protein_coding,147,179,246,238
ENSMUSG00000049516,Spty2d1,protein_coding,310,289,335,523
ENSMUSG00000061079,Zfp143,protein_coding,192,185,142,193
ENSMUSG00000000486,Sept1,protein_coding,759,862,731,892
ENSMUSG00000019470,Xab2,protein_coding,275,327,369,476
ENSMUSG00000004099,Dnmt1,protein_coding,504,643,720,823
ENSMUSG00000032410,Xrn1,protein_coding,433,323,286,426
ENSMUSG00000023277,Twf2,protein_coding,318,324,303,281
ENSMUSG00000040325,Vprbp,protein_coding,201,238,281,351
ENSMUSG00000044533,Rps2,protein_coding,1653,1492,1522,1686
ENSMUSG00000029787,Avl9,protein_coding,256,308,346,450
ENSMUSG00000000346,Dazap2,protein_coding,436,522,592,704
ENSMUSG00000031848,Lsm4,protein_coding,249,181,169,214
ENSMUSG00000026457,Adipor1,protein_coding,391,442,492,647
ENSMUSG00000003072,Atp5d,protein_coding,409,312,289,391
ENSMUSG00000038546,Ranbp9,protein_coding,158,224,248,314
ENSMUSG00000022521,Crebbp,protein_coding,1689,1645,1764,2577
ENSMUSG00000046668,Cxxc5,protein_coding,247,264,386,339
ENSMUSG00000036752,Tubb4b,protein_coding,326,412,510,508
ENSMUSG00000028080,Lrba,protein_coding,604,605,536,664
ENSMUSG00000073902,Gm1966,unprocessed_pseudogene,1801,1872,1914,2864
ENSMUSG00000044477,Zfand3,protein_coding,183,171,240,278
ENSMUSG00000025085,Ablim1,protein_coding,2252,2374,2051,2820
ENSMUSG00000033478,Fam160b1,protein_coding,148,197,185,346
ENSMUSG00000043931,Gimap7,protein_coding,292,251,244,251
ENSMUSG00000044452,Zfp507,protein_coding,166,137,209,245
ENSMUSG00000030654,Arl6ip1,protein_coding,387,301,278,370
ENSMUSG00000034614,Pik3ip1,protein_coding,424,373,483,614
ENSMUSG00000035051,Dhx57,protein_coding,447,459,358,527
ENSMUSG00000039671,Zmynd8,protein_coding,590,558,670,870
ENSMUSG00000003484,Cyp4f18,protein_coding,142,167,204,255
ENSMUSG00000042699,Dhx9,protein_coding,911,1157,1226,1474
ENSMUSG00000015889,Lta4h,protein_coding,179,168,230,278
ENSMUSG00000053838,Nudcd3,protein_coding,384,307,302,347
ENSMUSG00000020372,Gnb2l1,protein_coding,6113,5121,5728,5784
ENSMUSG00000000282,Mnt,protein_coding,300,238,326,445
ENSMUSG00000020863,Luc7l3,protein_coding,655,947,706,867
ENSMUSG00000020733,Slc9a3r1,protein_coding,337,272,281,277
ENSMUSG00000020661,Dnmt3a,protein_coding,281,309,433,392
ENSMUSG00000035247,Hectd1,protein_coding,1066,1045,1217,1520
ENSMUSG00000021972,Hmbox1,protein_coding,132,193,229,254
ENSMUSG00000022108,Itm2b,protein_coding,1056,1006,1223,1453
ENSMUSG00000022378,Fam49b,protein_coding,567,606,692,868
ENSMUSG00000022635,Zcrb1,protein_coding,151,141,224,211
ENSMUSG00000023852,Chd1,protein_coding,817,865,949,1259
ENSMUSG00000024668,Sdhaf2,protein_coding,148,148,217,222
ENSMUSG00000027347,Rasgrp1,protein_coding,678,659,607,729
ENSMUSG00000028249,Sdcbp,protein_coding,314,354,270,367
ENSMUSG00000028514,Usp24,protein_coding,1264,1353,1503,1856
ENSMUSG00000030451,Herc2,protein_coding,1040,881,1105,1433
ENSMUSG00000030870,Ubfd1,protein_coding,181,237,285,317
ENSMUSG00000048170,Mcmbp,protein_coding,333,404,310,394
ENSMUSG00000000631,Myo18a,protein_coding,762,881,956,1196
ENSMUSG00000017210,Med24,protein_coding,198,200,148,213
ENSMUSG00000028995,Fam126a,protein_coding,241,217,200,215
ENSMUSG00000041638,Gcn1l1,protein_coding,561,725,794,918
ENSMUSG00000069045,Ddx3y,protein_coding,308,411,427,572
ENSMUSG00000048701,Ccdc6,protein_coding,214,261,326,346
ENSMUSG00000028248,Pnisr,protein_coding,507,885,993,1196
ENSMUSG00000028609,Magoh,protein_coding,281,251,203,294
ENSMUSG00000025630,Hprt,protein_coding,210,172,139,204
ENSMUSG00000025907,Rb1cc1,protein_coding,321,331,356,462
ENSMUSG00000051285,Pcmtd1,protein_coding,263,257,303,424
ENSMUSG00000045210,Vcpip1,protein_coding,449,335,391,566
ENSMUSG00000025915,Sgk3,protein_coding,136,192,163,262
ENSMUSG00000056763,Cspp1,protein_coding,132,193,161,257
ENSMUSG00000067851,Arfgef1,protein_coding,889,917,932,1293
ENSMUSG00000043716,Rpl7,protein_coding,3029,2906,2884,3575
ENSMUSG00000041859,Mcm3,protein_coding,292,229,310,370
ENSMUSG00000073725,Lmbrd1,protein_coding,452,507,494,663
ENSMUSG00000048874,Phf3,protein_coding,868,854,831,1165
ENSMUSG00000026126,Ptpn18,protein_coding,261,271,308,265
ENSMUSG00000037503,Fam168b,protein_coding,773,743,776,987
ENSMUSG00000010453,Kansl3,protein_coding,296,339,367,442
ENSMUSG00000061518,Cox5b,protein_coding,201,140,172,216
ENSMUSG00000037351,Actr1b,protein_coding,139,202,191,303
ENSMUSG00000026116,Tmem131,protein_coding,363,420,388,484
ENSMUSG00000026110,Mgat4a,protein_coding,185,214,156,207
ENSMUSG00000026083,Eif5b,protein_coding,639,646,825,781
ENSMUSG00000026074,Map4k4,protein_coding,995,1028,1179,1350
ENSMUSG00000041763,Tpp2,protein_coding,432,399,394,567
ENSMUSG00000026103,Gls,protein_coding,401,483,402,543
ENSMUSG00000002881,Nab1,protein_coding,399,348,398,401
ENSMUSG00000073678,Pgap1,protein_coding,484,613,617,834
ENSMUSG00000052331,Ankrd44,protein_coding,973,871,790,1128
ENSMUSG00000025982,Sf3b1,protein_coding,2063,2491,2148,2972
ENSMUSG00000051223,Bzw1,protein_coding,703,660,555,847
ENSMUSG00000026031,Cflar,protein_coding,285,335,295,379
ENSMUSG00000026029,Casp8,protein_coding,280,345,260,352
ENSMUSG00000026028,Trak2,protein_coding,531,513,544,744
ENSMUSG00000026020,Nop58,protein_coding,326,294,310,340
ENSMUSG00000041040,Fam117b,protein_coding,339,303,355,456
ENSMUSG00000025968,Ndufs1,protein_coding,181,216,176,268
ENSMUSG00000025967,Eef1b2,protein_coding,2463,2121,2529,2411
ENSMUSG00000025958,Creb1,protein_coding,503,513,536,644
ENSMUSG00000051344,Plekhm3,protein_coding,433,535,442,595
ENSMUSG00000026003,Acadl,protein_coding,274,248,318,409
ENSMUSG00000026192,Atic,protein_coding,264,226,207,293
ENSMUSG00000046330,Rpl37a,protein_coding,516,557,526,665
ENSMUSG00000006299,Aamp,protein_coding,304,328,298,393
ENSMUSG00000026176,Ctdsp1,protein_coding,235,310,311,400
ENSMUSG00000033364,Usp37,protein_coding,221,264,245,303
ENSMUSG00000033257,Ttll4,protein_coding,172,137,199,258
