Gene_ID,gene_symbol,gene_type,CTCFBSKO_rep4,CTCFBSKO_rep5,WT_rep4,WT_rep5
ENSMUSG00000034303,Ccdc15,protein_coding,50,73,74,93
ENSMUSG00000032125,Robo4,protein_coding,0,1,0,0
ENSMUSG00000032128,Robo3,protein_coding,0,5,1,8
ENSMUSG00000042138,Msantd2,protein_coding,21,40,55,51
ENSMUSG00000001946,Esam,protein_coding,0,0,5,3
ENSMUSG00000053310,Nrgn,protein_coding,16,13,17,34
ENSMUSG00000001948,Spa17,protein_coding,0,1,0,0
ENSMUSG00000001942,Siae,protein_coding,49,59,49,36
ENSMUSG00000059252,Tpt1-ps5,processed_pseudogene,48,80,108,78
ENSMUSG00000066749,Olfr877,protein_coding,0,1,0,0
ENSMUSG00000096167,Olfr887,protein_coding,0,0,0,1
ENSMUSG00000096356,Olfr889,protein_coding,0,0,1,0
ENSMUSG00000049098,Olfr147,protein_coding,0,0,1,3
ENSMUSG00000049334,Olfr902,protein_coding,0,3,0,0
ENSMUSG00000094380,Olfr904,protein_coding,0,0,1,0
ENSMUSG00000062621,Olfr911-ps1,protein_coding,0,2,0,0
ENSMUSG00000047050,Olfr914,protein_coding,0,3,0,0
ENSMUSG00000094701,Olfr916,protein_coding,0,0,2,0
ENSMUSG00000023186,Vwa5a,protein_coding,49,17,27,46
ENSMUSG00000057424,Olfr934,protein_coding,0,0,1,0
ENSMUSG00000049708,Olfr27,protein_coding,0,1,1,0
ENSMUSG00000094970,Olfr943,protein_coding,0,1,0,0
ENSMUSG00000096109,Olfr1537,protein_coding,0,0,1,6
ENSMUSG00000063380,Olfr945,protein_coding,0,5,0,0
ENSMUSG00000062649,Olfr44,protein_coding,0,0,1,0
ENSMUSG00000043331,Olfr975,protein_coding,0,0,0,1
ENSMUSG00000046678,Olfr981,protein_coding,0,0,0,2
ENSMUSG00000101963,1700001J11Rik,transcribed_processed_pseudogene,0,1,0,0
ENSMUSG00000049010,Olfr982,protein_coding,2,0,0,1
ENSMUSG00000045812,Olfr984,protein_coding,0,1,0,0
ENSMUSG00000049073,Olfr985,protein_coding,0,0,0,2
ENSMUSG00000040541,Tmem225,protein_coding,0,0,0,3
ENSMUSG00000025602,Zfp202,protein_coding,13,20,15,36
ENSMUSG00000049281,Scn3b,protein_coding,0,0,0,3
ENSMUSG00000040111,Gramd1b,protein_coding,30,41,63,69
ENSMUSG00000087047,1700110K17Rik,processed_transcript,0,0,1,0
ENSMUSG00000097205,Gm17540,lincRNA,0,1,0,0
ENSMUSG00000086014,Gm16095,antisense,0,0,1,0
ENSMUSG00000087135,Gm16096,processed_transcript,0,0,3,0
ENSMUSG00000054360,Bsx,protein_coding,0,0,1,0
ENSMUSG00000032023,4931429I11Rik,protein_coding,6,0,0,0
ENSMUSG00000032021,Crtam,protein_coding,0,1,0,4
ENSMUSG00000032020,Ubash3b,protein_coding,51,41,39,64
ENSMUSG00000100837,1700063D05Rik,lincRNA,3,0,0,0
ENSMUSG00000093011,Mir100,miRNA,0,0,1,0
ENSMUSG00000086360,Gm16214,antisense,13,24,27,14
ENSMUSG00000032018,Sc5d,protein_coding,76,69,58,70
ENSMUSG00000037705,Tecta,protein_coding,0,2,0,2
ENSMUSG00000037287,Tbcel,protein_coding,131,96,96,117
ENSMUSG00000059495,Arhgef12,protein_coding,52,60,43,52
ENSMUSG00000032014,Oaf,protein_coding,0,1,3,0
ENSMUSG00000032012,Pvrl1,protein_coding,30,24,21,49
ENSMUSG00000096322,Gm3898,protein_coding,0,0,2,0
ENSMUSG00000032011,Thy1,protein_coding,0,7,2,15
ENSMUSG00000053128,Rnf26,protein_coding,54,39,49,37
ENSMUSG00000032010,Usp2,protein_coding,3,3,0,20
ENSMUSG00000034739,Mfrp,protein_coding,3,0,8,3
ENSMUSG00000097467,Gm26737,lincRNA,0,1,0,0
ENSMUSG00000032135,Mcam,protein_coding,0,1,3,1
ENSMUSG00000032105,Pdzd3,protein_coding,0,0,8,0
ENSMUSG00000032109,Nlrx1,protein_coding,15,5,5,22
ENSMUSG00000032119,Hinfp,protein_coding,65,114,96,141
ENSMUSG00000032120,C2cd2l,protein_coding,62,111,100,140
ENSMUSG00000032123,Dpagt1,protein_coding,18,33,13,12
ENSMUSG00000049932,H2afx,protein_coding,88,68,71,91
ENSMUSG00000032126,Hmbs,protein_coding,17,29,23,58
ENSMUSG00000060467,Gm10080,pseudogene,6,1,2,4
ENSMUSG00000032114,Slc37a4,protein_coding,43,53,47,45
ENSMUSG00000032112,Trappc4,protein_coding,39,50,67,59
ENSMUSG00000043923,Ccdc84,protein_coding,22,48,34,42
ENSMUSG00000041523,Upk2,protein_coding,0,0,2,0
ENSMUSG00000094437,Gm9830,protein_coding,0,0,0,1
ENSMUSG00000060380,C030014I23Rik,lincRNA,0,7,0,1
ENSMUSG00000032098,Treh,protein_coding,0,0,5,0
ENSMUSG00000048537,Phldb1,protein_coding,0,0,0,6
ENSMUSG00000002031,Ift46,protein_coding,24,55,80,63
ENSMUSG00000002032,Tmem25,protein_coding,0,1,0,1
ENSMUSG00000039438,Ttc36,protein_coding,0,0,1,0
ENSMUSG00000038717,Atp5l,protein_coding,63,38,15,34
ENSMUSG00000002033,Cd3g,protein_coding,4,4,0,25
ENSMUSG00000032094,Cd3d,protein_coding,4,2,14,9
ENSMUSG00000032093,Cd3e,protein_coding,0,1,0,6
ENSMUSG00000070305,Mpzl3,protein_coding,14,32,12,18
ENSMUSG00000048534,Amica1,protein_coding,17,29,18,19
ENSMUSG00000070304,Scn2b,protein_coding,2,5,1,5
ENSMUSG00000046480,Scn4b,protein_coding,0,2,3,8
ENSMUSG00000091996,BC049352,protein_coding,8,12,5,14
ENSMUSG00000093722,Gm20612,processed_pseudogene,3,2,1,1
ENSMUSG00000098361,Mir7086,miRNA,0,3,0,0
ENSMUSG00000037129,Tmprss13,protein_coding,5,10,34,9
ENSMUSG00000066705,Fxyd6,protein_coding,0,0,2,0
ENSMUSG00000059412,Fxyd2,protein_coding,0,0,3,1
ENSMUSG00000032087,Dscaml1,protein_coding,0,1,5,0
ENSMUSG00000043987,Cep164,protein_coding,139,153,155,147
ENSMUSG00000098194,Gm7286,processed_pseudogene,0,4,0,2
ENSMUSG00000032086,Bace1,protein_coding,48,70,56,63
ENSMUSG00000089810,Gm16536,antisense,0,9,8,6
ENSMUSG00000042790,Rnf214,protein_coding,136,151,149,228
ENSMUSG00000035382,Pcsk7,protein_coding,120,152,163,197
ENSMUSG00000032085,Tagln,protein_coding,10,9,8,4
ENSMUSG00000098327,Mir7087,miRNA,0,0,0,2
ENSMUSG00000032083,Apoa1,protein_coding,0,2,0,0
ENSMUSG00000032079,Apoa5,protein_coding,0,0,3,0
ENSMUSG00000032077,Bud13,protein_coding,98,125,149,229
ENSMUSG00000056617,4931429L15Rik,protein_coding,0,0,0,3
ENSMUSG00000032076,Cadm1,protein_coding,4,5,5,2
ENSMUSG00000032028,Nxpe2,protein_coding,100,96,104,118
ENSMUSG00000044229,Nxpe4,protein_coding,34,49,48,41
ENSMUSG00000063543,Gm5616,protein_coding,10,2,0,0
ENSMUSG00000032026,Rexo2,protein_coding,81,76,111,95
ENSMUSG00000042293,Gm5617,protein_coding,7,14,9,14
ENSMUSG00000066687,Zbtb16,protein_coding,0,2,0,1
ENSMUSG00000032269,Htr3a,protein_coding,0,0,1,0
ENSMUSG00000032267,Usp28,protein_coding,200,84,75,124
ENSMUSG00000105298,Cldn21,processed_pseudogene,0,1,0,0
ENSMUSG00000105991,RP23-136A1.2,lincRNA,0,0,1,0
ENSMUSG00000032264,Zw10,protein_coding,138,126,156,189
ENSMUSG00000032268,Tmprss5,protein_coding,8,0,0,0
ENSMUSG00000040219,Ttc12,protein_coding,0,3,0,1
ENSMUSG00000039542,Ncam1,protein_coding,0,0,0,3
ENSMUSG00000079564,Gm11149,protein_coding,0,0,2,0
ENSMUSG00000098012,Gm8907,processed_pseudogene,0,1,0,1
ENSMUSG00000058443,Rpl10-ps3,protein_coding,8,0,0,0
ENSMUSG00000032067,Pts,protein_coding,21,62,81,52
ENSMUSG00000032066,Bco2,protein_coding,0,0,2,5
ENSMUSG00000032065,Tex12,protein_coding,0,0,3,0
ENSMUSG00000039217,Il18,protein_coding,4,7,4,2
ENSMUSG00000000171,Sdhd,protein_coding,136,62,99,88
ENSMUSG00000039016,Timm8b,protein_coding,36,48,49,69
ENSMUSG00000059820,AU019823,protein_coding,177,122,134,155
ENSMUSG00000000168,Dlat,protein_coding,89,73,58,135
ENSMUSG00000032064,Dixdc1,protein_coding,0,0,1,0
ENSMUSG00000032060,Cryab,protein_coding,0,0,0,1
ENSMUSG00000037971,1110032A03Rik,protein_coding,5,11,9,29
ENSMUSG00000037845,Fdxacb1,protein_coding,7,10,10,23
ENSMUSG00000032059,Alg9,protein_coding,67,53,54,90
ENSMUSG00000032058,Ppp2r1b,protein_coding,97,88,113,108
ENSMUSG00000088708,Gm25558,snRNA,0,1,0,3
ENSMUSG00000037112,Sik2,protein_coding,88,100,142,149
ENSMUSG00000060594,Layn,protein_coding,0,2,4,0
ENSMUSG00000032056,Btg4,protein_coding,0,1,1,0
ENSMUSG00000079559,Gm684,protein_coding,17,21,14,39
ENSMUSG00000044694,2010007H06Rik,antisense,26,34,36,41
ENSMUSG00000036027,1810046K07Rik,protein_coding,1,5,4,1
ENSMUSG00000078308,Gm7293,protein_coding,1,1,2,5
ENSMUSG00000053199,Arhgap20,protein_coding,0,1,4,7
ENSMUSG00000074354,Arhgap20os,antisense,0,0,1,0
ENSMUSG00000032051,Fdx1,protein_coding,32,11,23,12
ENSMUSG00000035164,Zc3h12c,protein_coding,78,39,41,96
ENSMUSG00000078307,AI593442,protein_coding,0,5,3,0
ENSMUSG00000032048,4930510E17Rik,lincRNA,0,2,1,0
ENSMUSG00000034584,Exph5,protein_coding,0,7,2,0
ENSMUSG00000034487,Kdelc2,protein_coding,2,1,1,3
ENSMUSG00000033054,Npat,protein_coding,96,101,89,136
ENSMUSG00000032047,Acat1,protein_coding,156,155,106,123
ENSMUSG00000086914,Gm16124,antisense,0,1,0,6
ENSMUSG00000055069,Rab39,protein_coding,70,44,21,45
ENSMUSG00000082465,Rps6-ps3,processed_pseudogene,0,4,0,3
ENSMUSG00000042195,Slc35f2,protein_coding,4,13,3,17
ENSMUSG00000074345,Tnfaip8l3,protein_coding,1,0,0,0
ENSMUSG00000074343,Gldnos,antisense,0,0,3,0
ENSMUSG00000046167,Gldn,protein_coding,0,0,0,2
ENSMUSG00000041268,Dmxl2,protein_coding,0,6,5,2
ENSMUSG00000037493,Cib2,protein_coding,2,7,2,7
ENSMUSG00000032279,Idh3a,protein_coding,205,163,155,170
ENSMUSG00000032281,Acsbg1,protein_coding,0,2,4,2
ENSMUSG00000032285,Dnaja4,protein_coding,8,14,3,5
ENSMUSG00000061559,Wdr61,protein_coding,80,91,75,78
ENSMUSG00000035878,Hykk,protein_coding,0,7,8,4
ENSMUSG00000035594,Chrna5,protein_coding,4,0,0,0
ENSMUSG00000035200,Chrnb4,protein_coding,0,2,5,0
ENSMUSG00000032307,Ube2q2,protein_coding,68,73,96,120
ENSMUSG00000032309,Fbxo22,protein_coding,105,156,101,121
ENSMUSG00000032311,Nrg4,protein_coding,16,3,4,3
ENSMUSG00000032313,AI118078,protein_coding,0,0,3,0
ENSMUSG00000032314,Etfa,protein_coding,62,92,93,82
ENSMUSG00000032318,Isl2,protein_coding,0,0,1,1
ENSMUSG00000050702,4930563M21Rik,protein_coding,0,0,1,0
ENSMUSG00000032320,Rcn2,protein_coding,95,121,67,70
ENSMUSG00000032324,Tspan3,protein_coding,29,24,32,35
ENSMUSG00000099543,Gm29322,sense_intronic,1,0,0,2
ENSMUSG00000102617,Gm37842,TEC,0,0,0,4
ENSMUSG00000102419,Gm36940,TEC,0,3,9,5
ENSMUSG00000049556,Lingo1,protein_coding,0,0,1,1
ENSMUSG00000045620,Odf3l1,protein_coding,0,0,0,2
ENSMUSG00000032911,Cspg4,protein_coding,0,2,2,2
ENSMUSG00000032733,Snx33,protein_coding,89,66,70,97
ENSMUSG00000032288,Imp3,protein_coding,83,55,74,103
ENSMUSG00000055334,Snupn,protein_coding,10,10,8,13
ENSMUSG00000032290,Ptpn9,protein_coding,82,70,62,89
ENSMUSG00000074284,Gm10658,processed_transcript,0,3,1,1
ENSMUSG00000097334,2700012I20Rik,lincRNA,0,3,0,5
ENSMUSG00000086728,Man2c1os,antisense,11,11,9,20
ENSMUSG00000032295,Man2c1,protein_coding,91,157,77,165
ENSMUSG00000032298,Neil1,protein_coding,72,105,150,173
ENSMUSG00000032299,Commd4,protein_coding,67,83,71,117
ENSMUSG00000070298,Trcg1,protein_coding,0,2,1,5
ENSMUSG00000066626,Gm5121,processed_pseudogene,2,1,3,3
ENSMUSG00000063849,Ppcdc,protein_coding,48,153,139,167
ENSMUSG00000040722,Scamp5,protein_coding,0,2,0,0
ENSMUSG00000062309,Rpp25,protein_coding,0,1,0,0
ENSMUSG00000000088,Cox5a,protein_coding,69,54,30,77
ENSMUSG00000097445,Gm26631,lincRNA,0,1,0,8
ENSMUSG00000032305,Fam219b,protein_coding,75,105,103,70
ENSMUSG00000032306,Mpi,protein_coding,28,26,18,16
ENSMUSG00000040188,Scamp2,protein_coding,120,138,106,202
ENSMUSG00000032308,Ulk3,protein_coding,96,142,113,167
ENSMUSG00000039714,Cplx3,protein_coding,0,0,5,1
ENSMUSG00000056271,Lman1l,protein_coding,0,3,1,1
ENSMUSG00000032310,Cyp1a2,protein_coding,0,0,1,0
ENSMUSG00000032315,Cyp1a1,protein_coding,0,0,0,1
ENSMUSG00000038957,Edc3,protein_coding,115,134,118,149
ENSMUSG00000091908,Gm17231,antisense,0,3,3,0
ENSMUSG00000055720,Ubl7,protein_coding,143,162,107,156
ENSMUSG00000038264,Sema7a,protein_coding,101,68,75,109
ENSMUSG00000097604,Gm17322,lincRNA,0,1,0,4
ENSMUSG00000032323,Cyp11a1,protein_coding,4,0,2,0
ENSMUSG00000037716,Ccdc33,protein_coding,0,0,4,0
ENSMUSG00000086624,Gm16130,antisense,0,0,7,0
ENSMUSG00000032327,Stra6,protein_coding,0,1,0,0
ENSMUSG00000037206,Islr,protein_coding,0,5,3,0
ENSMUSG00000051243,Islr2,protein_coding,3,2,3,2
ENSMUSG00000032333,Stoml1,protein_coding,136,133,160,137
ENSMUSG00000032334,Loxl1,protein_coding,10,4,5,0
ENSMUSG00000066607,6030419C18Rik,protein_coding,2,0,3,0
ENSMUSG00000035914,Cd276,protein_coding,19,4,3,0
ENSMUSG00000074269,Rec114,protein_coding,1,3,0,2
ENSMUSG00000032338,Hcn4,protein_coding,0,0,0,9
ENSMUSG00000032340,Neo1,protein_coding,10,14,0,2
ENSMUSG00000066592,Gm7589,processed_pseudogene,18,7,4,0
ENSMUSG00000025235,Bbs4,protein_coding,36,22,23,39
ENSMUSG00000090516,Rps11-ps1,processed_pseudogene,6,10,10,25
ENSMUSG00000032297,Celf6,protein_coding,0,0,1,0
ENSMUSG00000025237,Parp6,protein_coding,170,161,118,196
ENSMUSG00000074259,Gramd2,protein_coding,0,1,0,0
ENSMUSG00000051705,Senp8,protein_coding,13,8,7,13
ENSMUSG00000039585,Myo9a,protein_coding,140,179,141,182
ENSMUSG00000087239,Gm7613,processed_pseudogene,0,1,0,0
ENSMUSG00000085116,Gm2735,processed_pseudogene,0,0,0,1
ENSMUSG00000084913,Gm7616,antisense,0,0,0,1
ENSMUSG00000032289,Thsd4,protein_coding,0,0,2,0
ENSMUSG00000047766,Lrrc49,protein_coding,2,2,1,0
ENSMUSG00000097734,B930082K07Rik,lincRNA,0,2,0,0
ENSMUSG00000034485,Uaca,protein_coding,3,8,4,3
ENSMUSG00000074256,Gm10655,lincRNA,3,13,2,6
ENSMUSG00000032254,Kif23,protein_coding,45,35,36,36
ENSMUSG00000032278,Paqr5,protein_coding,2,1,0,0
ENSMUSG00000032252,Glce,protein_coding,42,37,40,43
ENSMUSG00000046846,Spesp1,protein_coding,0,0,1,0
ENSMUSG00000041729,Coro2b,protein_coding,0,0,2,7
ENSMUSG00000032243,Itga11,protein_coding,3,10,1,2
ENSMUSG00000097672,Gm26609,lincRNA,3,1,3,13
ENSMUSG00000032245,Cln6,protein_coding,6,11,13,8
ENSMUSG00000074250,Gm10653,transcribed_processed_pseudogene,6,0,1,1
ENSMUSG00000032246,Calml4,protein_coding,1,0,0,0
ENSMUSG00000094201,Gm25064,snRNA,0,2,0,2
ENSMUSG00000022245,Skor1,protein_coding,0,0,1,4
ENSMUSG00000058444,Map2k5,protein_coding,43,68,144,132
ENSMUSG00000032403,2300009A05Rik,protein_coding,3,0,3,5
ENSMUSG00000086539,Gm16759,processed_transcript,2,1,0,0
ENSMUSG00000037801,Iqch,protein_coding,0,0,6,2
ENSMUSG00000091866,Gm6257,processed_pseudogene,0,1,0,0
ENSMUSG00000037257,Aagab,protein_coding,185,187,154,178
ENSMUSG00000032402,Smad3,protein_coding,82,103,182,161
ENSMUSG00000097036,1110036E04Rik,lincRNA,0,1,0,2
ENSMUSG00000032401,Lctl,protein_coding,0,0,5,0
ENSMUSG00000032400,Zwilch,protein_coding,3,5,7,14
ENSMUSG00000065752,Gm23344,snoRNA,9,3,0,2
ENSMUSG00000094411,Snord16a,snoRNA,9,16,5,19
ENSMUSG00000064918,Gm22571,snoRNA,2,2,0,0
ENSMUSG00000095868,Gm23136,snoRNA,3,7,11,4
ENSMUSG00000064514,Gm22455,snoRNA,0,0,0,1
ENSMUSG00000032398,Snapc5,protein_coding,53,41,51,51
ENSMUSG00000093239,Gm24106,miRNA,0,1,0,0
ENSMUSG00000035337,Uchl4,protein_coding,3,2,7,16
ENSMUSG00000032397,Tipin,protein_coding,49,40,37,48
ENSMUSG00000088254,Gm24289,scaRNA,2,2,1,0
ENSMUSG00000032396,Dis3l,protein_coding,149,153,150,152
ENSMUSG00000036466,Megf11,protein_coding,3,13,14,24
ENSMUSG00000004771,Rab11a,protein_coding,70,64,66,88
ENSMUSG00000089336,Gm24347,snoRNA,0,4,0,2
ENSMUSG00000034452,Slc24a1,protein_coding,5,0,2,8
ENSMUSG00000034263,Vwa9,protein_coding,63,101,69,128
ENSMUSG00000033629,Hacd3,protein_coding,74,79,93,110
ENSMUSG00000032816,Igdcc4,protein_coding,0,0,2,1
ENSMUSG00000032394,Igdcc3,protein_coding,0,0,0,6
ENSMUSG00000095738,Gm25313,snRNA,1,4,7,1
ENSMUSG00000095892,Rnu5g,snRNA,13,1,1,5
ENSMUSG00000032392,Parp16,protein_coding,19,12,17,23
ENSMUSG00000042254,Cilp,protein_coding,1,0,0,0
ENSMUSG00000015357,Clpx,protein_coding,112,108,127,128
ENSMUSG00000059571,Gm16218,processed_pseudogene,0,0,3,0
ENSMUSG00000041837,Pdcd7,protein_coding,172,156,194,161
ENSMUSG00000086228,Ubap1l,protein_coding,0,1,0,6
ENSMUSG00000041696,Rasl12,protein_coding,0,2,0,0
ENSMUSG00000059183,Mtfmt,protein_coding,58,68,50,98
ENSMUSG00000032388,Spg21,protein_coding,173,152,128,187
ENSMUSG00000066510,Ankdd1a,protein_coding,0,2,0,0
ENSMUSG00000041064,Pif1,protein_coding,0,1,6,4
ENSMUSG00000032387,Rbpms2,protein_coding,0,3,0,0
ENSMUSG00000040652,Oaz2,protein_coding,39,28,32,45
ENSMUSG00000040524,Zfp609,protein_coding,167,174,169,198
ENSMUSG00000032386,Trip4,protein_coding,166,131,133,144
ENSMUSG00000065387,n-R5s85,rRNA,0,0,1,0
ENSMUSG00000079915,Gm16073,processed_pseudogene,0,0,1,0
ENSMUSG00000040204,2810417H13Rik,protein_coding,3,13,0,8
ENSMUSG00000065301,Gm23248,snRNA,1,0,0,0
ENSMUSG00000077385,Gm22657,snoRNA,6,4,0,0
ENSMUSG00000032383,Ppib,protein_coding,148,144,150,252
ENSMUSG00000039452,Snx22,protein_coding,0,3,0,3
ENSMUSG00000032381,Fam96a,protein_coding,88,92,107,109
ENSMUSG00000100130,Gm28379,antisense,8,1,2,11
ENSMUSG00000050503,Fbxl22,protein_coding,4,10,8,10
ENSMUSG00000086387,Gm15563,antisense,1,1,1,3
ENSMUSG00000032373,Car12,protein_coding,0,2,0,0
ENSMUSG00000032375,Aph1b,protein_coding,0,1,0,2
ENSMUSG00000053040,Aph1c,protein_coding,0,0,5,3
ENSMUSG00000036943,Rab8b,protein_coding,169,121,115,142
ENSMUSG00000036781,Rps27l,protein_coding,18,28,17,28
ENSMUSG00000032370,Lactb,protein_coding,83,121,83,106
ENSMUSG00000032366,Tpm1,protein_coding,103,152,162,160
ENSMUSG00000052698,Tln2,protein_coding,0,4,6,5
ENSMUSG00000088810,Gm22382,snoRNA,0,1,0,0
ENSMUSG00000032238,Rora,protein_coding,0,1,2,4
ENSMUSG00000032235,Ice2,protein_coding,140,125,143,186
ENSMUSG00000062874,Gm4978,protein_coding,2,0,0,0
ENSMUSG00000032231,Anxa2,protein_coding,41,13,7,23
ENSMUSG00000093042,Mir3109,miRNA,2,0,2,0
ENSMUSG00000101555,Gm28731,antisense,0,4,0,2
ENSMUSG00000033543,Gtf2a2,protein_coding,93,134,132,125
ENSMUSG00000032226,Gcnt3,protein_coding,0,1,3,5
ENSMUSG00000032224,Fam81a,protein_coding,0,2,0,2
ENSMUSG00000097720,Gm26849,lincRNA,0,0,3,0
ENSMUSG00000032218,Ccnb2,protein_coding,5,16,6,7
ENSMUSG00000065202,Gm24615,snoRNA,0,1,0,0
ENSMUSG00000074213,Gm10642,protein_coding,5,6,0,10
ENSMUSG00000032207,Lipc,protein_coding,11,10,6,4
ENSMUSG00000096160,Gm3436,processed_pseudogene,6,4,3,0
ENSMUSG00000032204,Aqp9,protein_coding,0,0,2,1
ENSMUSG00000041361,Myzap,protein_coding,9,9,18,16
ENSMUSG00000032232,Cgnl1,protein_coding,1,4,1,0
ENSMUSG00000104467,Gm37660,TEC,4,4,9,5
ENSMUSG00000102143,Gm38057,TEC,5,4,10,12
ENSMUSG00000102939,Gm38111,TEC,0,2,9,1
ENSMUSG00000098761,Gm18821,processed_pseudogene,7,2,1,0
ENSMUSG00000104107,Gm37879,TEC,6,6,0,5
ENSMUSG00000104469,Gm37663,TEC,0,7,6,3
ENSMUSG00000104078,Gm37023,TEC,9,10,0,5
ENSMUSG00000104432,A430027C01Rik,TEC,5,8,1,4
ENSMUSG00000077821,Gm27450,miRNA,1,0,0,0
ENSMUSG00000102874,Gm37137,TEC,0,1,1,1
ENSMUSG00000098915,Rpl15-ps2,processed_pseudogene,0,1,2,0
ENSMUSG00000061390,Gm7866,processed_pseudogene,3,1,0,1
ENSMUSG00000099190,Gm27188,lincRNA,0,2,1,0
ENSMUSG00000098412,Gm7870,processed_pseudogene,0,2,21,7
ENSMUSG00000038535,Zfp280d,protein_coding,149,154,165,229
ENSMUSG00000098492,Gm19353,processed_pseudogene,1,2,10,10
ENSMUSG00000098893,Gm17828,processed_pseudogene,12,0,4,1
ENSMUSG00000102225,Gm37983,TEC,0,1,5,5
ENSMUSG00000103133,Gm37303,TEC,7,1,1,11
ENSMUSG00000102925,Gm37150,TEC,0,0,0,3
ENSMUSG00000032221,Mns1,protein_coding,50,24,10,41
ENSMUSG00000103445,Gm36948,TEC,2,0,0,0
ENSMUSG00000090626,Tex9,protein_coding,38,16,24,19
ENSMUSG00000096986,4930509E16Rik,lincRNA,0,0,11,0
ENSMUSG00000099310,Gm19427,processed_pseudogene,0,2,4,0
ENSMUSG00000102672,Gm37105,TEC,11,21,20,14
ENSMUSG00000098275,Gm18014,processed_pseudogene,0,3,0,1
ENSMUSG00000099051,Gm27241,antisense,0,2,0,6
ENSMUSG00000104273,A530064N14Rik,TEC,12,4,2,0
ENSMUSG00000102573,Gm7265,TEC,0,3,9,5
ENSMUSG00000104066,Gm37955,TEC,0,0,2,0
ENSMUSG00000102411,Gm36936,TEC,0,5,0,4
ENSMUSG00000036030,Prtg,protein_coding,0,1,1,5
ENSMUSG00000034910,Pygo1,protein_coding,0,0,0,8
ENSMUSG00000086158,Ccpg1os,protein_coding,0,1,2,5
ENSMUSG00000034563,Ccpg1,protein_coding,0,2,3,11
ENSMUSG00000098589,Gm27353,miRNA,0,3,0,0
ENSMUSG00000079469,Pigb,protein_coding,27,27,47,26
ENSMUSG00000102305,Gm38192,TEC,4,10,0,4
ENSMUSG00000098332,2310009A05Rik,processed_transcript,19,26,18,23
ENSMUSG00000032202,Rab27a,protein_coding,69,84,80,85
ENSMUSG00000092622,Khdc3,protein_coding,1,0,0,0
ENSMUSG00000032215,Rsl24d1,protein_coding,16,36,27,35
ENSMUSG00000103556,Gm38215,TEC,4,1,4,0
ENSMUSG00000066478,Gm5745,processed_pseudogene,0,1,0,0
ENSMUSG00000062151,Unc13c,protein_coding,0,0,19,7
ENSMUSG00000103202,Gm37326,TEC,0,2,0,1
ENSMUSG00000095631,n-R5s86,rRNA,0,0,1,0
ENSMUSG00000044976,Wdr72,protein_coding,0,2,0,3
ENSMUSG00000084725,Gm24141,snRNA,0,0,0,1
ENSMUSG00000007656,Arpp19,protein_coding,178,193,127,192
ENSMUSG00000090001,Gm9719,processed_pseudogene,1,3,2,1
ENSMUSG00000089651,Gm16353,processed_pseudogene,1,9,5,9
ENSMUSG00000033590,Myo5c,protein_coding,0,4,1,9
ENSMUSG00000032192,Gnb5,protein_coding,0,2,4,0
ENSMUSG00000097021,4933433G15Rik,lincRNA,16,21,4,10
ENSMUSG00000097298,A130057D12Rik,protein_coding,3,0,2,0
ENSMUSG00000042487,Leo1,protein_coding,126,166,176,196
ENSMUSG00000032186,Tmod2,protein_coding,9,1,0,1
ENSMUSG00000032184,Lysmd2,protein_coding,0,6,0,1
ENSMUSG00000032181,Scg3,protein_coding,0,1,0,0
ENSMUSG00000098232,Gm3671,processed_pseudogene,0,0,0,2
ENSMUSG00000032179,Bmp5,protein_coding,0,0,0,2
ENSMUSG00000007908,Hmgcll1,protein_coding,15,4,11,13
ENSMUSG00000103354,Gm38083,TEC,0,0,4,1
ENSMUSG00000032360,Hcrtr2,protein_coding,6,14,19,16
ENSMUSG00000098894,Gm27234,antisense,0,2,0,5
ENSMUSG00000032358,Fam83b,protein_coding,1,0,0,0
ENSMUSG00000032357,Tinag,protein_coding,0,0,1,0
ENSMUSG00000098370,Gm19541,lincRNA,4,0,0,0
ENSMUSG00000032355,Mlip,protein_coding,1,10,6,2
ENSMUSG00000102783,Gm38254,TEC,0,4,0,2
ENSMUSG00000103794,4930590H14Rik,TEC,0,0,3,0
ENSMUSG00000099170,5730403I07Rik,lincRNA,2,0,4,0
ENSMUSG00000032352,Lrrc1,protein_coding,21,22,35,37
ENSMUSG00000099094,Gm19569,processed_transcript,4,2,0,0
ENSMUSG00000044938,Klhl31,protein_coding,0,4,0,0
ENSMUSG00000032350,Gclc,protein_coding,136,137,162,197
ENSMUSG00000023333,Gcm1,protein_coding,0,2,0,0
ENSMUSG00000001366,Fbxo9,protein_coding,122,94,136,116
ENSMUSG00000009828,Ick,protein_coding,17,15,15,22
ENSMUSG00000097574,C920006O11Rik,lincRNA,8,7,5,13
ENSMUSG00000032348,Gsta4,protein_coding,0,0,0,2
ENSMUSG00000074179,Gm10639,protein_coding,0,0,0,1
ENSMUSG00000087052,Gm8093,transcribed_processed_pseudogene,0,0,0,2
ENSMUSG00000032344,Mb21d1,protein_coding,3,7,6,11
ENSMUSG00000090317,Gm17324,protein_coding,0,4,4,0
ENSMUSG00000032342,Mto1,protein_coding,67,81,59,109
ENSMUSG00000049624,Slc17a5,protein_coding,30,13,6,7
ENSMUSG00000046186,Cd109,protein_coding,0,1,3,0
ENSMUSG00000059422,Gm8116,processed_pseudogene,0,9,5,0
